 buyer_id |           name            |   budget   
     2026 | Michelle Nelson           |  1202650.9
     2029 | Jasmine Lawson            | 1374681.45
     2030 | Carol Kelley              | 1237385.04
     2031 | Amanda Kennedy            | 1479540.53
     2033 | Julia Pratt               | 1335485.99
     2039 | Angela Crane              | 1219036.94
     2045 | Sherry Alexander          | 1054792.91
     2049 | Laura Martinez            | 1493140.59
     2051 | Jade Leonard              | 1486648.27
     2053 | Thomas Nguyen             |  1204358.7
     2054 | Mrs. Shannon Simpson DDS  | 1429240.51
     2057 | Morgan Evans              | 1478705.96
     2061 | Daniel Diaz               | 1090592.11
     2062 | Andrew Willis             | 1131864.65
     2063 | Alicia Horton             | 1270874.13
     2065 | David Fitzgerald          | 1330129.63
     2069 | Dr. Jacqueline Krause     | 1339674.99
     2072 | Alexis Lee                | 1104562.41
     2078 | Tami Arnold               | 1359792.29
     2080 | Mary Mcbride              | 1145557.23
     2084 | Alexander Moore           | 1418992.82
     2087 | Tammy Madden              | 1138661.88
     2088 | Todd Barron               | 1359512.04
     2091 | Joseph Adams              |  1316642.5
     2096 | Daniel Hunt               | 1202096.32
     2099 | Shane Lam                 |  1439367.4
     2102 | Larry Neal                | 1373498.14
     2103 | Erica Lewis               | 1137392.41
     2104 | Kim Kennedy MD            | 1437478.76
     2105 | Brian Rose                | 1219164.15
     2106 | Kimberly Smith            | 1295414.44
     2111 | Victoria Gamble           | 1083458.35
     2112 | Joshua Oconnor            | 1205092.37
     2114 | Rodney Shaw               | 1415574.58
     2116 | Alejandra Watkins         | 1114700.49
     2117 | Belinda Conley            | 1131960.91
     2121 | Nicholas Jackson          | 1311606.44
     2122 | Susan Mcgrath             | 1235068.85
     2130 | Kristi Davis              | 1361501.63
     2131 | Morgan Serrano            | 1163643.88
     2132 | Allison Clark             | 1106270.47
     2135 | Melissa Allen             | 1424126.01
     2138 | Teresa Lin                | 1153848.57
     2141 | Sandra Anderson           | 1308169.43
     2143 | Erin Garner               | 1336720.07
     2144 | Ms. Tonya Smith           | 1165395.47
     2146 | Steven Gordon             | 1338755.59
     2150 | Michelle Hunt             | 1086934.05
     2151 | Todd Cortez               | 1034287.07
     2154 | Paul Olson                | 1218168.88
     2156 | Christopher Banks         | 1469185.79
     2157 | Xavier Flores             | 1391562.53
     2159 | Richard Pratt             | 1297259.88
     2162 | Mr. Cory Santiago         | 1435731.87
     2166 | Catherine Rios            | 1190908.72
     2167 | Erin Rogers               | 1418558.56
     2168 | John White                | 1029611.71
     2172 | Danny Rodriguez           | 1252548.84
     2181 | Adam Suarez               | 1393582.52
     2189 | Alan Richardson           | 1110338.96
     2192 | Tamara Munoz              | 1163932.79
     2194 | Shane Williams            | 1145482.33
     2200 | Jeffrey Romero            | 1235762.91
     2204 | Jessica Duran             |  1056258.4
     2206 | Shirley Mitchell          | 1303781.38
     2207 | Jillian Lopez             | 1030892.88
     2210 | Lance Austin              | 1275987.93
     2212 | Joshua Roberts            | 1492393.92
     2213 | Jessica Walker PhD        | 1110203.89
     2214 | Samantha Brooks           | 1234650.46
     2216 | Leon Larson               | 1101942.67
     2218 | Bryan Johnson             | 1190906.45
     2220 | Jeanne Brooks             | 1186908.18
     2221 | Jerry Hill                | 1456439.71
     2226 | Pamela Cole               | 1167600.98
     2229 | Anita Miller              | 1343343.22
     2231 | Jeff Macdonald            | 1402259.32
     2237 | Brooke Sellers            | 1106377.38
     2243 | Kevin Young               | 1434080.24
     2244 | Laura Sullivan            |  1258874.7
     2247 | Richard Cabrera           | 1313036.05
     2250 | Kimberly Sanchez          | 1371172.71
     2251 | Kayla Cook DVM            |  1439224.7
     2252 | Pamela Rodriguez          | 1379889.18
     2254 | Jay Gibbs                 | 1350259.55
     2257 | Kaitlyn Morris            | 1189732.46
     2259 | Scott Strickland          | 1280907.43
     2265 | Nicholas Francis          | 1216162.67
     2270 | Bryan Saunders            | 1168821.94
     2274 | Miss Lindsay Rodriguez MD | 1237270.63
     2277 | Roberta Colon             | 1315805.63
     2278 | James Brooks              | 1463881.63
     2283 | Bobby Little              | 1097669.75
     2285 | Thomas Thomas             | 1238196.02
     2287 | Teresa Clark              | 1435442.52
     2293 | Scott Hunter              | 1046912.58
     2299 | Dr. Gabriella Lawson MD   |  1225114.8
     2301 | Raymond Jimenez           | 1251619.63
     2302 | Cynthia Davis             | 1390756.95
     2303 | Andrew Lowe               | 1345491.11
     2304 | Miss Cynthia Waller       |  1252470.3
     2307 | Sara Smith                | 1079268.16
     2309 | Robert Baxter             | 1471751.94
     2313 | Omar Schultz              | 1157134.47
     2322 | Ryan Webb                 | 1301088.44
     2323 | Patricia Perez            | 1075013.29
     2325 | Tiffany Harris            | 1034793.56
     2329 | Christian Baird           | 1230964.72
     2331 | Heather Holland           | 1250396.33
     2332 | Diana Kramer              | 1196656.21
     2333 | Richard Hernandez         | 1485577.05
     2337 | Anthony Leon              | 1239131.43
     2340 | Miguel Kim                | 1437632.87
     2342 | Joseph Smith              | 1433564.91
     2345 | Earl Simpson              | 1167073.15
     2347 | Ashley Morrow             | 1453857.22
     2350 | Laurie Conrad             |  1493938.8
     2351 | Tiffany Johnson           | 1229818.77
     2352 | Brandi Fowler             | 1096081.65
     2354 | Jonathan Byrd             | 1287370.14
     2358 | Scott Thompson            | 1281951.23
     2360 | Catherine Graves          | 1277438.42
     2361 | Tina Wilkinson            | 1031501.17
     2364 | Michelle Nelson           | 1289467.11
     2365 | Rachel Banks              | 1421199.82
     2367 | Michael Medina            |  1082543.8
     2371 | Tracey Wilson             | 1356425.57
     2372 | Sherry Mccoy              | 1466415.82
     2373 | Diana Wang                | 1123339.42
     2375 | Deborah Sampson           | 1450415.07
     2377 | Brian Mathews             | 1458711.49
     2378 | Faith Moreno              | 1351829.02
     2380 | Jason Smith               | 1160965.74
     2381 | Kathy Smith               | 1425524.38
     2384 | Randy Henderson           | 1461526.82
     2387 | Matthew Yoder             |  1236618.4
     2390 | Shelley Kelly             | 1033217.64
     2391 | Dylan Lopez               | 1278966.27
     2394 | Danielle Foster           | 1170453.37
     2397 | Sarah Allen               | 1044076.65
     2402 | Carolyn Wilkins           | 1153019.18
     2403 | Philip Roberts            | 1420578.23
     2404 | Bryan Boyd                |    1402301
     2405 | Laurie Gibson             |  1030416.8
     2409 | Walter Sexton             | 1206163.24
     2414 | Jacqueline Patterson      | 1351267.93
     2419 | Clayton Castillo          | 1038039.87
     2422 | Dr. Nicole Escobar        | 1396717.93
     2426 | Jose Weeks                | 1409779.11
     2434 | Jenna Hall                | 1255727.73
     2437 | Nathan Thomas             | 1454725.76
     2441 | Mariah Proctor            | 1332467.99
     2442 | Christopher Jackson       | 1479017.41
     2451 | Willie Smith              | 1157687.48
     2453 | Brian Hale                | 1498010.58
     2454 | Scott Jones               | 1100628.68
     2456 | Danielle Copeland         | 1107600.23
     2461 | Tyler Aguilar             |  1191662.4
     2464 | James Wilson              | 1150667.04
     2468 | Kyle Stephens             | 1322258.67
     2470 | Phillip Chandler          | 1202777.15
     2473 | Albert Campbell           | 1355205.98
     2474 | Monica Cortez             | 1181359.82
     2475 | Melissa Moreno            | 1080272.45
     2484 | Donna Snyder              | 1202187.61
     2489 | William Johnson           | 1226672.89
     2490 | Jerry Melton              | 1078433.05
     2493 | Rodney Ellis              | 1402433.71
     2495 | Michael Ward              | 1349532.48
     2498 | Betty Wilson              | 1225011.01
     2501 | Rebekah Castaneda         | 1051332.26
     2502 | Ashley Morales            | 1282745.88
     2503 | Jose Long                 | 1492557.63
     2504 | James Tanner              | 1075787.25
     2505 | Christopher Osborn        | 1344815.35
     2508 | Michelle Smith            | 1055872.48
     2511 | Robin Smith               | 1230505.47
     2524 | Susan Armstrong           | 1498096.02
     2525 | Anthony Butler            | 1311257.47
     2530 | William Nixon             | 1248267.92
     2535 | Joshua Campbell           | 1175207.54
     2537 | Mark Wiley                | 1227370.48
     2539 | Todd Pierce               | 1299852.26
     2541 | Anna Garcia               |  1326239.9
     2542 | Derek Charles             | 1296003.52
     2543 | Kyle Hendrix              | 1178594.59
     2544 | Michael Palmer            | 1080837.79
     2553 | Michelle Stokes           | 1071529.48
     2555 | Zachary Chavez            | 1169332.47
     2560 | Kenneth Smith             | 1241399.72
     2567 | Jessica Frazier           | 1488291.75
     2570 | Mark Swanson              | 1335469.97
     2572 | Casey Munoz               | 1403379.51
     2575 | Keith Odom                | 1293838.51
     2576 | Rhonda Wheeler PhD        | 1236784.59
     2578 | Carolyn Butler            | 1387330.45
     2583 | Robert Nelson             | 1121294.72
     2587 | Jeremiah Wright           |  1427183.2
     2589 | Karen Williams            | 1040448.78
     2590 | Taylor Myers              | 1151649.97
     2594 | Shelly Nunez              | 1422401.85
     2598 | Michele Simmons           | 1317818.46
     2601 | Stacy Farmer              | 1478615.68
     2602 | Emily Buck                |  1177651.3
     2603 | Robert Smith              | 1171489.99
     2604 | William Morris            | 1468010.74
     2605 | Tara Copeland             | 1416118.97
     2607 | Hunter Peters             | 1169820.18
     2608 | Timothy Mills             | 1030297.27
     2614 | Kathleen Adams            | 1356834.95
     2615 | John Lamb                 | 1099903.49
     2618 | Thomas Payne              | 1447242.67
     2626 | Carrie Baker              |  1333535.2
     2628 | Carrie Powell             | 1202974.95
     2630 | Kenneth Roberts           | 1321621.75
     2633 | Gregory Bailey            | 1279584.23
     2634 | Carlos Vasquez            | 1484458.01
     2636 | Mr. Christopher Robbins   | 1437716.11
     2638 | Vanessa Jefferson         | 1256192.59
     2639 | Kimberly Todd             | 1247228.94
     2640 | Joseph Nelson             | 1063807.64
     2644 | Catherine Sanders         | 1060736.57
     2645 | Wayne George              | 1037325.35
     2648 | Jessica Peters            | 1444482.98
     2650 | Dawn Robertson            |  1129477.6
     2652 | Michael Stevens           | 1483440.79
     2654 | Cheryl Foster             | 1338718.91
     2656 | Michael Williams          | 1490490.74
     2660 | Joan Cobb                 | 1053433.24
     2662 | Brian Carey               | 1234313.36
     2663 | Kyle Moody                | 1481093.95
     2664 | Lori Duncan               | 1146778.59
     2665 | Scott Olson               | 1094661.64
     2667 | Christopher Hall          | 1264298.17
     2672 | Connie Wilson             | 1479462.72
     2675 | Katie Williams            | 1421182.04
     2678 | Robert Kelly              | 1393815.26
     2690 | Elizabeth Beasley         | 1387370.52
     2695 | Amy Mata                  | 1215603.42
     2700 | Lindsey Garcia            | 1420767.48
     2702 | Michelle Owens            |  1200636.3
     2706 | Jeffrey Yu                |  1312896.4
     2708 | Amy Oconnell              | 1206147.68
     2711 | Timothy Miller            | 1382399.01
     2713 | Christy Knapp             | 1420841.77
     2717 | Andrea Martinez           | 1461421.75
     2720 | Meredith Ramos            | 1366981.93
     2721 | Brian Long                | 1382595.82
     2722 | Antonio Valdez            | 1314505.23
     2724 | Bruce Smith               | 1481494.19
     2725 | Erin Richards             |    1230868
     2731 | Joel Morris               | 1182207.81
     2735 | Stephanie Lawson          | 1115861.84
     2738 | David Hill                |  1198876.3
     2741 | Katherine Robinson        | 1356788.53
     2743 | Darrell Johnson           | 1493009.11
     2752 | Michael Livingston        | 1420575.22
     2754 | Michael Campbell          | 1169600.72
     2757 | Michelle Hernandez        | 1263451.82
     2759 | Benjamin Smith            | 1468889.01
     2760 | Robert Foster Jr.         | 1296692.81
     2762 | Latasha Coleman           | 1417043.25
     2767 | Geoffrey Barron           | 1039349.89
     2771 | Rita Miller               | 1216128.51
     2777 | David Jackson             | 1420235.18
     2780 | Monica Collier            | 1334298.03
     2781 | Kimberly Tran             | 1109408.53
     2790 | Donna Wright              | 1094429.27
     2791 | Brett Burke               | 1413335.71
     2794 | Lance Sanchez III         | 1357866.99
     2797 | Lawrence Fisher           | 1258193.13
     2798 | Kristin Stevens           | 1286665.65
     2799 | Kenneth Baker             | 1488631.26
     2802 | Susan Harris              | 1339670.34
     2805 | Patrick Morales           | 1423447.82
     2809 | Luke Martin               | 1491160.12
     2811 | Dustin Hooper             | 1393874.37
     2814 | Christopher Harper        |  1420159.6
     2815 | Pamela Marquez            | 1077220.93
     2819 | Keith Cross               | 1340272.01
     2820 | Patricia Marshall         | 1473476.83
     2823 | Leslie Gutierrez          | 1141415.44
     2824 | Evelyn West               | 1425805.98
     2828 | Eric Thomas               | 1233526.78
     2832 | Rachel Hernandez          | 1261967.94
     2836 | Jeffrey Simmons           | 1078777.58
     2837 | Michael Carter            | 1235019.43
     2838 | Mark Reese                | 1216428.26
     2841 | Melissa Stephens          | 1311286.32
     2844 | Danielle Brooks           | 1172387.55
     2845 | Sharon Garcia             | 1270865.32
     2846 | Tyler Cabrera             | 1443070.63
     2848 | Warren Frost              | 1468365.89
     2849 | Brian Wiggins             | 1226682.87
     2851 | Mrs. Jody Miller          |  1182824.6
     2854 | Justin White              | 1029582.97
     2863 | Amanda Marshall           | 1470619.03
     2867 | Taylor Silva              | 1495038.22
     2868 | Stephanie Myers           | 1403328.52
     2870 | Daniel Butler             | 1454742.21
     2871 | Amber Turner              |  1220282.7
     2872 | Nicole Pacheco            | 1389592.28
     2873 | Linda Miller              | 1456666.06
     2877 | Timothy Baker             | 1242826.17
     2878 | Pedro Jones               | 1086563.09
     2885 | Tiffany Nelson            | 1411684.27
     2888 | Joseph Huang              | 1122867.82
     2889 | Benjamin Lewis            | 1486157.98
     2890 | Connie Davenport          |  1345276.5
     2891 | Amanda Soto               | 1431458.79
     2893 | Ryan Acosta MD            |  1417965.3
     2896 | Adam Gordon               | 1227617.83
     2897 | Jason Glover              | 1419401.27
     2899 | Jennifer Allen            | 1083776.06
     2901 | Mrs. Carmen Sanford MD    | 1103921.46
     2902 | Jeff Bailey               | 1387128.16
     2903 | Justin Sanchez            | 1244601.69
     2904 | Angela Walton             | 1078085.64
     2905 | Megan Choi                |  1055623.1
     2906 | Erika Nixon               | 1350156.34
     2908 | Ryan Howard               | 1361563.68
     2911 | Ryan Kane                 | 1163365.18
     2912 | Melissa Brown             |    1386562
     2915 | Morgan Wilson             | 1402701.96
     2916 | David Foster              | 1453257.38
     2917 | Devin Boone               | 1060939.54
     2919 | Donald Hawkins            | 1346835.48
     2923 | Eric Weber                | 1085858.26
     2926 | Julie Stewart             | 1091615.79
     2927 | Michael Miller            | 1043699.97
     2929 | William Moore             | 1032997.89
     2933 | Philip Acosta             | 1182005.89
     2937 | Christine Williams        | 1329601.63
     2939 | Jennifer Orozco           | 1078221.57
     2942 | Brooke Anderson           | 1373800.19
     2943 | Tiffany Delgado           | 1486679.91
     2944 | John Shaw                 | 1332700.18
     2945 | Patricia Mitchell         | 1348669.64
     2947 | Dr. James Knox MD         | 1373023.59
     2955 | Connie Olsen              | 1420066.43
     2959 | Matthew Burns             | 1189611.48
     2960 | Crystal Travis            | 1494562.29
     2964 | Jordan Rivera             | 1287589.27
     2966 | James Hunter              | 1306643.23
     2973 | Kathy Smith               | 1479515.48
     2979 | Valerie Brock             | 1425834.93
     2980 | Julia Mcclain             | 1190737.72
     2981 | Craig Maldonado           | 1204987.56
     2985 | Amber Chan                |  1353042.3
     2986 | Vicki Reed                | 1274502.37
     3000 | Kirsten Wilson            | 1304985.25
(1016 rows)

