buyer_id,name,email,budget,preferred_neighborhood_id
769,Joseph Acevedo,joseph_acevedo769@email.com,1300983.88,596
770,Joseph Walsh,joseph_walsh770@email.com,1305659.66,279
771,Adam Cordova,adam_cordova771@email.com,768763.76,298
772,Gregory Daniel,gregory_daniel772@email.com,892620.37,1012
773,Nathaniel Ray,nathaniel_ray773@email.com,977717.32,1694
774,Justin Marshall,justin_marshall774@email.com,1275679.33,1482
775,Melvin Young,melvin_young775@email.com,1412651.97,1076
776,Joshua Clayton,joshua_clayton776@email.com,668948.05,1769
777,James Chen,james_chen777@email.com,160072.47,1313
778,Melissa Hickman,melissa_hickman778@email.com,1192884.8,114
779,Amanda Charles,amanda_charles779@email.com,369647.97,2976
780,Dr. Jacqueline Hunt,dr._jacqueline_hunt780@email.com,1403091.97,1601
781,Timothy Oconnor,timothy_oconnor781@email.com,729759.67,921
782,Robert Shaffer,robert_shaffer782@email.com,1148051.91,522
783,Connor Yates,connor_yates783@email.com,771112.12,2088
784,Tracey Osborne,tracey_osborne784@email.com,1344241.8,2647
785,Stephanie Rogers,stephanie_rogers785@email.com,1320619.67,2603
786,Kenneth Hall,kenneth_hall786@email.com,320199.18,2454
787,Brandon Wagner,brandon_wagner787@email.com,829761.89,2037
788,Elizabeth Lyons,elizabeth_lyons788@email.com,1182338.84,1773
789,Yolanda Cruz,yolanda_cruz789@email.com,939750.5,1710
790,Victor Dixon,victor_dixon790@email.com,192867.57,348
791,Erik Martinez,erik_martinez791@email.com,1086264.12,597
792,Kaitlyn Hunt,kaitlyn_hunt792@email.com,1182085.3,164
793,Gwendolyn Contreras,gwendolyn_contreras793@email.com,617329.58,1611
794,Dustin Hicks,dustin_hicks794@email.com,493166.87,2664
795,Bridget Lewis,bridget_lewis795@email.com,1229535.94,1399
796,Michael Jackson,michael_jackson796@email.com,524895.64,2193
797,Jeffrey Johnson,jeffrey_johnson797@email.com,947414.22,1263
798,Thomas Clayton,thomas_clayton798@email.com,1297530.46,1925
799,April Bean,april_bean799@email.com,816015.94,1582
800,James Dillon,james_dillon800@email.com,1160384.79,2820
801,Tracie Lang,tracie_lang801@email.com,925385.54,2295
802,Tonya Wright,tonya_wright802@email.com,1392835.6,2479
803,Bobby Roberts,bobby_roberts803@email.com,939078.63,2352
804,Brett Reeves,brett_reeves804@email.com,292174.28,1381
805,George Brown,george_brown805@email.com,227382.77,2006
806,Chad Durham,chad_durham806@email.com,1465317.31,2183
807,Dr. Stacy Ballard,dr._stacy_ballard807@email.com,823796.61,2587
808,Amber Walters,amber_walters808@email.com,188108.12,2577
809,Jeremy Morris,jeremy_morris809@email.com,475496.28,1112
810,David Reynolds,david_reynolds810@email.com,1324652.12,2435
811,Amanda Cochran,amanda_cochran811@email.com,818925.07,1283
812,Jordan Newman,jordan_newman812@email.com,1397547.77,1328
813,Dawn Scott,dawn_scott813@email.com,1370104.68,2319
814,Jerry Baker,jerry_baker814@email.com,367773.21,1255
815,Scott Brown,scott_brown815@email.com,368585.16,1373
816,Gary Joseph,gary_joseph816@email.com,824740.47,1686
817,Sarah Soto,sarah_soto817@email.com,489930.99,2449
818,Carrie Jackson,carrie_jackson818@email.com,693387.36,2700
819,Terri Parrish,terri_parrish819@email.com,363693.9,2512
820,John Hancock,john_hancock820@email.com,1346770.55,571
821,Timothy Randolph,timothy_randolph821@email.com,1223142.19,2820
822,Suzanne Foley,suzanne_foley822@email.com,513021.42,2815
823,Larry Hernandez,larry_hernandez823@email.com,1060371.52,2919
824,Stephanie Navarro,stephanie_navarro824@email.com,859886.29,1316
825,Bobby Dickson,bobby_dickson825@email.com,386250.28,1896
826,Christine Scott,christine_scott826@email.com,914448.64,711
827,William Gibson,william_gibson827@email.com,264095.07,2961
828,Shawn Edwards,shawn_edwards828@email.com,1326603.94,2616
829,Amanda Bridges,amanda_bridges829@email.com,445837.98,2450
830,Patrick Farley,patrick_farley830@email.com,1205923.04,1382
831,Martha Meyers,martha_meyers831@email.com,356308.97,2653
832,James Mcfarland,james_mcfarland832@email.com,1233408.49,1536
833,Michael Carter,michael_carter833@email.com,443887.34,1984
834,Eric Lopez,eric_lopez834@email.com,1103858.03,2328
835,Nicholas Holt,nicholas_holt835@email.com,742710.91,1399
836,Dustin Wright,dustin_wright836@email.com,304875.88,2483
837,Jordan Vargas,jordan_vargas837@email.com,200870.34,510
838,Karen Lee,karen_lee838@email.com,1453119.19,2256
839,William Sanchez,william_sanchez839@email.com,1477414.59,14
840,Melinda Bridges,melinda_bridges840@email.com,193164.97,1044
841,Carrie Brown,carrie_brown841@email.com,1398927.99,1863
842,Wayne Tate,wayne_tate842@email.com,1408651.43,2256
843,William Craig,william_craig843@email.com,917017.05,1135
844,Nathaniel Hogan,nathaniel_hogan844@email.com,815565.77,1723
845,Morgan Rodriguez,morgan_rodriguez845@email.com,378866.02,209
846,Christopher Harris,christopher_harris846@email.com,1474208.69,2573
847,Julie Griffith,julie_griffith847@email.com,1474375.33,2439
848,Linda Garcia,linda_garcia848@email.com,251310.85,1791
849,Adrienne Ray,adrienne_ray849@email.com,641638.57,490
850,Julie Morgan,julie_morgan850@email.com,295618.31,504
851,Casey Barnes,casey_barnes851@email.com,605868.91,224
852,Rebecca Taylor,rebecca_taylor852@email.com,157448.46,288
853,John Yang,john_yang853@email.com,488298.43,2247
854,Mitchell Stevens,mitchell_stevens854@email.com,849311.69,522
855,Daniel Montes,daniel_montes855@email.com,1197418.89,2813
856,Trevor Bowman,trevor_bowman856@email.com,692569.43,164
857,Adrienne Smith,adrienne_smith857@email.com,1347836.15,2321
858,Mr. Jose Wallace,mr._jose_wallace858@email.com,183831.84,457
859,Christina Lawrence,christina_lawrence859@email.com,572648.25,2558
860,Stuart Thompson,stuart_thompson860@email.com,1107400.74,1165
861,Doris Johnson,doris_johnson861@email.com,701723.7,945
862,Tanya Bailey,tanya_bailey862@email.com,408612.65,2473
863,Amanda Thomas,amanda_thomas863@email.com,898863.94,1093
864,Jeffrey Bradford,jeffrey_bradford864@email.com,1398992.16,1449
865,Diane Perez PhD,diane_perez_phd865@email.com,1277075.19,622
866,Mary Martin,mary_martin866@email.com,132135.69,2393
867,Shawn Ball,shawn_ball867@email.com,543404.91,901
868,Beth Friedman,beth_friedman868@email.com,340579.27,1570
869,Michelle Cantu,michelle_cantu869@email.com,384397.69,2525
870,Joshua Alvarez,joshua_alvarez870@email.com,124416.8,657
871,Beth Moody,beth_moody871@email.com,227648.85,2516
872,Lisa Murray,lisa_murray872@email.com,1470141.5,1105
873,Jennifer Thompson,jennifer_thompson873@email.com,1233370.47,511
874,Lance Robinson,lance_robinson874@email.com,233957.12,1665
875,Destiny Jordan,destiny_jordan875@email.com,409362.88,1883
876,Melissa Wilson,melissa_wilson876@email.com,953450.09,711
877,Timothy Brown,timothy_brown877@email.com,1384675.75,1145
878,Michelle Bird,michelle_bird878@email.com,250341.67,979
879,Bryan Carter,bryan_carter879@email.com,1039626.23,1783
880,Kathleen Richards,kathleen_richards880@email.com,911492.6,2457
881,Kenneth Lewis,kenneth_lewis881@email.com,1289425.36,1828
882,Benjamin Davila,benjamin_davila882@email.com,398742.94,412
883,Eric Jacobs,eric_jacobs883@email.com,1286195.09,1674
884,Shannon French,shannon_french884@email.com,1097395.02,1813
885,Derek Turner,derek_turner885@email.com,310539.75,1575
886,Daniel Adams,daniel_adams886@email.com,1290820.93,1558
887,Anthony Martin,anthony_martin887@email.com,132237.23,1113
888,Troy Howell,troy_howell888@email.com,387180.27,2758
889,Dr. Melissa Vargas,dr._melissa_vargas889@email.com,788127.76,2147
890,Charles Parrish,charles_parrish890@email.com,579204.23,85
891,Richard Castro,richard_castro891@email.com,798645.01,2522
892,Haley Gross,haley_gross892@email.com,643060.94,1812
893,Kimberly Yates,kimberly_yates893@email.com,949175.51,1528
894,Jessica Wong,jessica_wong894@email.com,302322.03,317
895,Adam Bradley,adam_bradley895@email.com,941334.97,2863
896,Faith Patrick,faith_patrick896@email.com,1056589.82,690
897,Trevor White,trevor_white897@email.com,1203297.93,849
898,Brian Reid,brian_reid898@email.com,405099.7,1447
899,Stacy Zavala,stacy_zavala899@email.com,667143.2,1019
900,Brandon Farrell,brandon_farrell900@email.com,1100907.3,946
901,Charles Aguirre,charles_aguirre901@email.com,631221.68,1924
902,Thomas Matthews,thomas_matthews902@email.com,1444917.11,2812
903,Douglas Martinez,douglas_martinez903@email.com,1409371.74,1000
904,Hannah Nguyen,hannah_nguyen904@email.com,1003668.16,265
905,Michael Murray,michael_murray905@email.com,733144.13,90
906,Jerry Dunn,jerry_dunn906@email.com,644417.83,1414
907,Jill Gray,jill_gray907@email.com,603328.8,84
908,Tracy Jones,tracy_jones908@email.com,787340.46,2967
909,Austin Parker,austin_parker909@email.com,723458.58,1738
910,Daniel Moore,daniel_moore910@email.com,225245.27,1045
911,James Oliver,james_oliver911@email.com,587522.07,1103
912,Jeffery Guerra,jeffery_guerra912@email.com,613232.65,1065
913,Jacob Allen,jacob_allen913@email.com,769943.05,691
914,Christy Smith,christy_smith914@email.com,406791.48,2399
915,Ryan French,ryan_french915@email.com,1003012.53,2454
916,Nathan Brown PhD,nathan_brown_phd916@email.com,843311.18,802
917,Amy Glover,amy_glover917@email.com,1284263.57,1563
918,Ann Waters,ann_waters918@email.com,610400.58,937
919,Amanda Schultz,amanda_schultz919@email.com,225961.5,651
920,Troy Valencia,troy_valencia920@email.com,229327.49,2849
921,Steven Rosales,steven_rosales921@email.com,873953.63,1026
922,David Williams,david_williams922@email.com,210957.51,1046
923,Andre Wood,andre_wood923@email.com,734341.16,1201
924,Victoria Graham,victoria_graham924@email.com,298287.65,1786
925,Tina Hernandez,tina_hernandez925@email.com,489918.84,762
926,Michael Smith,michael_smith926@email.com,420724.13,1277
927,Ronald Barnes,ronald_barnes927@email.com,333280.32,274
928,Adam Young,adam_young928@email.com,424541.89,378
929,William Collins,william_collins929@email.com,969322.51,2346
930,Melissa Andrews,melissa_andrews930@email.com,1016470.68,721
931,Angela Kim,angela_kim931@email.com,503540.19,1927
932,Cynthia Phillips,cynthia_phillips932@email.com,1418822.55,688
933,Regina Carlson,regina_carlson933@email.com,430743.31,801
934,Brett Dougherty,brett_dougherty934@email.com,943688.07,316
935,Heather Norman,heather_norman935@email.com,194334.94,416
936,David Johnson,david_johnson936@email.com,476661.78,733
937,David James,david_james937@email.com,847534.65,1895
938,Kristopher Villarreal,kristopher_villarreal938@email.com,874814.12,1512
939,Mrs. Jennifer Arroyo,mrs._jennifer_arroyo939@email.com,1112491.89,626
940,Jennifer Harris,jennifer_harris940@email.com,847120.28,766
941,Hayden Mitchell,hayden_mitchell941@email.com,443905.16,36
942,Kaitlyn Brown,kaitlyn_brown942@email.com,555669.0,704
943,Mitchell Lynch,mitchell_lynch943@email.com,1172889.48,2103
944,Christopher Jenkins,christopher_jenkins944@email.com,1238628.07,2052
945,Janet Jenkins,janet_jenkins945@email.com,806313.64,233
946,Cody Williams,cody_williams946@email.com,651327.95,685
947,Susan Hayes,susan_hayes947@email.com,167682.25,639
948,Zachary Baker,zachary_baker948@email.com,1285151.96,991
949,Tina Zamora,tina_zamora949@email.com,1306363.61,1505
950,Lindsey Perez,lindsey_perez950@email.com,903410.3,1144
951,James Torres,james_torres951@email.com,747367.3,1864
952,Michael Wright,michael_wright952@email.com,345203.01,451
953,Daniel Valenzuela,daniel_valenzuela953@email.com,1098801.57,664
954,Debbie Blevins,debbie_blevins954@email.com,996190.57,174
955,Steven Miller,steven_miller955@email.com,193903.64,1546
956,Mallory Jarvis,mallory_jarvis956@email.com,290265.95,1177
957,Jennifer Reed,jennifer_reed957@email.com,745081.79,2007
958,William Spencer,william_spencer958@email.com,1048535.58,1618
959,Michelle Gonzalez,michelle_gonzalez959@email.com,870442.05,2975
960,Caroline Caldwell,caroline_caldwell960@email.com,665457.85,2151
961,Chelsea Mcdaniel,chelsea_mcdaniel961@email.com,753268.3,2652
962,Katrina Vincent,katrina_vincent962@email.com,1420599.48,1450
963,Jonathan Harrison,jonathan_harrison963@email.com,1200938.61,2366
964,Elizabeth Kelly MD,elizabeth_kelly_md964@email.com,1105698.2,1660
965,Peter Vasquez,peter_vasquez965@email.com,1152283.77,2145
966,Holly Wallace,holly_wallace966@email.com,1411618.15,684
967,Madison Pratt,madison_pratt967@email.com,804413.57,2047
968,Tricia Hansen,tricia_hansen968@email.com,276735.78,150
969,Alex Vaughn,alex_vaughn969@email.com,389650.22,2457
970,Christopher Gomez,christopher_gomez970@email.com,1492600.43,1223
971,Selena Church,selena_church971@email.com,261750.67,1690
972,Mrs. Amanda Contreras,mrs._amanda_contreras972@email.com,635601.19,1227
973,Nathaniel Shepherd,nathaniel_shepherd973@email.com,623072.78,1289
974,Christina Alvarado,christina_alvarado974@email.com,782110.23,66
975,Chelsea Hall,chelsea_hall975@email.com,401798.6,2616
976,Erica Ortiz,erica_ortiz976@email.com,1150486.51,1843
977,David Thomas,david_thomas977@email.com,1311276.05,573
978,Jamie King,jamie_king978@email.com,1008699.85,1237
979,Nina Barrett,nina_barrett979@email.com,654905.08,583
980,Cameron Ortiz,cameron_ortiz980@email.com,122929.26,931
981,Monique Morris,monique_morris981@email.com,1365129.15,1036
982,Tyler Mcguire,tyler_mcguire982@email.com,781486.17,1911
983,Nancy Martinez,nancy_martinez983@email.com,1098046.39,1522
984,Susan Jones,susan_jones984@email.com,1335336.81,1898
985,Melissa Taylor,melissa_taylor985@email.com,282579.75,211
986,Christina Morales,christina_morales986@email.com,443512.41,597
987,Courtney Chang,courtney_chang987@email.com,1355854.41,415
988,Christopher Sanders,christopher_sanders988@email.com,513585.32,218
989,Robert Johnson,robert_johnson989@email.com,590777.15,1584
990,Kristi Richardson,kristi_richardson990@email.com,1341865.14,1776
991,Amy Harris,amy_harris991@email.com,209372.87,1205
992,Danielle Graves,danielle_graves992@email.com,596684.14,2100
993,Robert Scott,robert_scott993@email.com,872249.42,166
994,William Smith,william_smith994@email.com,1407568.05,1964
995,Kelli Robbins,kelli_robbins995@email.com,194857.92,1358
996,Glenn Underwood,glenn_underwood996@email.com,370871.02,2076
997,Amanda Ross,amanda_ross997@email.com,332323.55,415
998,Jeffrey Reynolds,jeffrey_reynolds998@email.com,304314.64,2913
999,Brian Goodman,brian_goodman999@email.com,886226.15,246
1000,Stephanie Alexander,stephanie_alexander1000@email.com,134556.91,896
1001,Jeffrey Horne,jeffrey_horne1001@email.com,982944.31,1521
1002,Karen Carter,karen_carter1002@email.com,133795.79,1653
1003,Christina Parker,christina_parker1003@email.com,567657.3,2511
1004,Kelly Davis,kelly_davis1004@email.com,744407.36,2547
1005,Hannah Hall,hannah_hall1005@email.com,557162.53,1508
1006,Ryan Dodson,ryan_dodson1006@email.com,171282.89,2118
1007,Jason Davis,jason_davis1007@email.com,919869.63,1796
1008,Melissa Flynn,melissa_flynn1008@email.com,1161889.47,1776
1009,Laurie Jones,laurie_jones1009@email.com,1169095.51,149
1010,Erik Reed DVM,erik_reed_dvm1010@email.com,1032848.02,2245
1011,David Simpson,david_simpson1011@email.com,1120130.22,2320
1012,James Ruiz,james_ruiz1012@email.com,808326.84,629
1013,Dennis Ortiz,dennis_ortiz1013@email.com,1406126.62,1548
1014,Ashley Parker MD,ashley_parker_md1014@email.com,562212.89,2926
1015,Frank Murphy,frank_murphy1015@email.com,715806.04,2960
1016,Suzanne Payne,suzanne_payne1016@email.com,989286.57,590
1017,Vincent Johnson,vincent_johnson1017@email.com,299095.74,805
1018,Cristian Price,cristian_price1018@email.com,230465.44,1573
1019,Ryan Chambers,ryan_chambers1019@email.com,486063.76,903
1020,Brittany Smith,brittany_smith1020@email.com,158648.31,1241
1021,Shawn Pena,shawn_pena1021@email.com,116960.63,545
1022,Elizabeth Cook,elizabeth_cook1022@email.com,372290.82,2332
1023,Matthew Schneider,matthew_schneider1023@email.com,371129.96,622
1024,Kathleen Ewing,kathleen_ewing1024@email.com,697676.09,2328
1025,Victoria Strong DVM,victoria_strong_dvm1025@email.com,457207.03,863
1026,Dustin Spencer,dustin_spencer1026@email.com,100793.77,272
1027,Tiffany Brooks,tiffany_brooks1027@email.com,328748.02,154
1028,Jack Adams,jack_adams1028@email.com,471710.76,1977
1029,Joshua Campbell,joshua_campbell1029@email.com,1201817.01,898
1030,John Dennis,john_dennis1030@email.com,755629.26,679
1031,Nicole Salinas,nicole_salinas1031@email.com,1394750.5,2022
1032,Joy Daniel,joy_daniel1032@email.com,259931.83,2742
1033,Isaac Hall,isaac_hall1033@email.com,743448.79,1404
1034,Rachel Webb,rachel_webb1034@email.com,963517.7,1525
1035,Russell Mccoy,russell_mccoy1035@email.com,1290831.36,1058
1036,Joseph Taylor,joseph_taylor1036@email.com,907860.84,2245
1037,John Turner,john_turner1037@email.com,1344838.42,1355
1038,Michael Padilla,michael_padilla1038@email.com,984134.33,1338
1039,Leslie Martinez,leslie_martinez1039@email.com,837392.82,2736
1040,Jeremy Brown,jeremy_brown1040@email.com,1054740.2,2936
1041,Justin Daniels,justin_daniels1041@email.com,925691.41,2796
1042,Aimee Miller,aimee_miller1042@email.com,490550.46,2433
1043,Brian Lloyd,brian_lloyd1043@email.com,1189614.56,1005
1044,Meghan Pacheco,meghan_pacheco1044@email.com,416678.45,92
1045,Alexander Obrien,alexander_obrien1045@email.com,707422.71,1115
1046,Daniel Wiggins,daniel_wiggins1046@email.com,559415.07,2085
1047,Anita White,anita_white1047@email.com,520796.53,2967
1048,Erin Taylor,erin_taylor1048@email.com,1487838.06,211
1049,Joseph Young,joseph_young1049@email.com,1432940.63,1231
1050,Toni Ortiz,toni_ortiz1050@email.com,1222343.32,1056
1051,Mary Hernandez,mary_hernandez1051@email.com,249095.52,607
1052,Julia Taylor,julia_taylor1052@email.com,877019.72,897
1053,Erin Fox,erin_fox1053@email.com,1333044.62,1019
1054,Samuel Goodman,samuel_goodman1054@email.com,750086.61,628
1055,Joseph Holden,joseph_holden1055@email.com,1396472.29,2857
1056,Edward Donaldson,edward_donaldson1056@email.com,859092.98,1487
1057,Deborah Cochran,deborah_cochran1057@email.com,677703.04,1638
1058,Jared Jones,jared_jones1058@email.com,687008.14,1357
1059,Denise Cross,denise_cross1059@email.com,518718.34,994
1060,Alexis Hoover,alexis_hoover1060@email.com,327423.67,1971
1061,Mr. Edward Garcia,mr._edward_garcia1061@email.com,1427888.27,2716
1062,Teresa Gomez,teresa_gomez1062@email.com,192848.84,1286
1063,Mr. Terry Thomas,mr._terry_thomas1063@email.com,1396574.31,234
1064,Mary Moore,mary_moore1064@email.com,709872.8,1771
1065,Bryan Murray,bryan_murray1065@email.com,315664.32,1939
1066,Elizabeth Jacobson,elizabeth_jacobson1066@email.com,1469702.07,1368
1067,Heather Russell,heather_russell1067@email.com,1412631.63,485
1068,Kenneth Black,kenneth_black1068@email.com,531210.38,1993
1069,Jane Jones,jane_jones1069@email.com,1330748.18,2015
1070,Jose Graves,jose_graves1070@email.com,1398969.72,1624
1071,Alexa Pena,alexa_pena1071@email.com,923792.51,1661
1072,Jeffrey Wilkerson,jeffrey_wilkerson1072@email.com,702147.89,964
1073,Alicia Nguyen,alicia_nguyen1073@email.com,501054.63,2501
1074,Michelle Bennett,michelle_bennett1074@email.com,1226341.32,1377
1075,Jacob Johnson,jacob_johnson1075@email.com,322868.8,1340
1076,Suzanne Cole,suzanne_cole1076@email.com,930824.46,340
1077,Michael Bryant,michael_bryant1077@email.com,240923.77,338
1078,Megan Eaton,megan_eaton1078@email.com,1214672.02,35
1079,Thomas Conner,thomas_conner1079@email.com,310064.75,1756
1080,Wanda Martinez,wanda_martinez1080@email.com,789707.86,379
1081,Joanna Mcdonald,joanna_mcdonald1081@email.com,1408123.95,2857
1082,Paul Perkins,paul_perkins1082@email.com,1007157.67,211
1083,Tracy Townsend,tracy_townsend1083@email.com,102922.17,728
1084,Courtney Preston,courtney_preston1084@email.com,145758.48,1194
1085,Jessica Clark,jessica_clark1085@email.com,1477181.49,1503
1086,Daniel Church,daniel_church1086@email.com,1050235.61,2868
1087,Andrew Mcdowell,andrew_mcdowell1087@email.com,600150.7,2343
1088,Kathy Watson,kathy_watson1088@email.com,222528.27,677
1089,Devin Cain,devin_cain1089@email.com,1350031.62,1353
1090,Linda Castro,linda_castro1090@email.com,239959.83,2388
1091,Haley Mason,haley_mason1091@email.com,215284.11,162
1092,Joshua Franklin,joshua_franklin1092@email.com,960108.68,788
1093,Alyssa Hammond,alyssa_hammond1093@email.com,1205359.76,1601
1094,Christine Smith,christine_smith1094@email.com,1253867.29,2009
1095,Kent Fernandez,kent_fernandez1095@email.com,250553.86,2431
1096,Eric Spencer MD,eric_spencer_md1096@email.com,507999.81,2155
1097,Christian Williamson,christian_williamson1097@email.com,200356.63,2510
1098,Nancy Graham,nancy_graham1098@email.com,498222.8,267
1099,Heather Cherry,heather_cherry1099@email.com,747271.19,1065
1100,Jonathan Perez,jonathan_perez1100@email.com,320351.66,2867
1101,Nicole Jensen,nicole_jensen1101@email.com,820848.04,2034
1102,Anne Sanchez,anne_sanchez1102@email.com,949077.02,2823
1103,Lucas Reed,lucas_reed1103@email.com,497175.83,1612
1104,Travis Schwartz,travis_schwartz1104@email.com,1293019.01,2724
1105,Tammy Ramirez,tammy_ramirez1105@email.com,327929.12,1937
1106,Brandon Simon,brandon_simon1106@email.com,1234379.11,1470
1107,David Gates,david_gates1107@email.com,1432386.41,1256
1108,Kenneth Galloway,kenneth_galloway1108@email.com,511114.58,2891
1109,Vanessa Wu,vanessa_wu1109@email.com,1240493.23,1713
1110,Robin Williams,robin_williams1110@email.com,1229752.21,964
1111,Gabrielle West,gabrielle_west1111@email.com,1211960.51,1267
1112,Mario Myers,mario_myers1112@email.com,1032757.51,863
1113,Andre Santiago,andre_santiago1113@email.com,436953.79,610
1114,Gregory Watson,gregory_watson1114@email.com,1084528.46,151
1115,James Mcintyre,james_mcintyre1115@email.com,211234.38,2408
1116,Kyle Davis,kyle_davis1116@email.com,1325198.28,605
1117,Caroline Smith,caroline_smith1117@email.com,250744.29,1839
1118,James Lewis,james_lewis1118@email.com,276553.64,2961
1119,Dana Logan,dana_logan1119@email.com,202819.02,1363
1120,Daniel Cervantes,daniel_cervantes1120@email.com,1062816.13,2373
1121,Eric Wiggins,eric_wiggins1121@email.com,434955.68,1973
1122,Jeffrey Crawford,jeffrey_crawford1122@email.com,709468.77,503
1123,Kevin Dennis,kevin_dennis1123@email.com,1401822.58,2738
1124,Cheryl Burnett,cheryl_burnett1124@email.com,1419610.22,2262
1125,Richard Conner,richard_conner1125@email.com,1121132.64,1240
1126,Kenneth Mcdonald,kenneth_mcdonald1126@email.com,1412410.68,860
1127,Danielle Hoffman,danielle_hoffman1127@email.com,1353825.49,2688
1128,Scott Silva,scott_silva1128@email.com,147370.58,642
1129,Timothy Jackson,timothy_jackson1129@email.com,647111.99,1414
1130,Deanna Pineda,deanna_pineda1130@email.com,192477.49,129
1131,Richard Williams,richard_williams1131@email.com,1277569.89,1033
1132,Kathleen Good,kathleen_good1132@email.com,645382.7,2039
1133,Anthony Bowers,anthony_bowers1133@email.com,748905.53,1629
1134,Cynthia Ray,cynthia_ray1134@email.com,1197214.7,1326
1135,Gerald Lyons,gerald_lyons1135@email.com,729457.14,1340
1136,Travis Jacobs,travis_jacobs1136@email.com,1143393.76,2898
1137,Andrew Garcia,andrew_garcia1137@email.com,691287.76,1290
1138,Robert Lopez,robert_lopez1138@email.com,1441291.16,2321
1139,Nathan Figueroa,nathan_figueroa1139@email.com,1315387.41,754
1140,Crystal Hartman,crystal_hartman1140@email.com,110414.18,673
1141,Andrea Franklin,andrea_franklin1141@email.com,1436005.4,1704
1142,Samuel Edwards,samuel_edwards1142@email.com,230502.87,1371
1143,Brooke Colon,brooke_colon1143@email.com,307434.88,575
1144,Mary Martin MD,mary_martin_md1144@email.com,436032.73,2474
1145,Julie Lee,julie_lee1145@email.com,793500.71,1139
1146,Russell Jimenez,russell_jimenez1146@email.com,1370229.65,2953
1147,Franklin Patterson,franklin_patterson1147@email.com,352718.09,158
1148,Crystal Smith,crystal_smith1148@email.com,1179203.92,2587
1149,Paul Hernandez,paul_hernandez1149@email.com,605018.54,1405
1150,Luis Cox,luis_cox1150@email.com,1220292.08,1528
1151,Teresa Dodson,teresa_dodson1151@email.com,572051.74,429
1152,Raymond Cameron,raymond_cameron1152@email.com,775917.71,2053
1153,Michael Ramirez,michael_ramirez1153@email.com,382398.52,606
1154,Alice Jimenez,alice_jimenez1154@email.com,565525.09,2698
1155,Angela Brewer,angela_brewer1155@email.com,1300883.72,2069
1156,Troy Bryant,troy_bryant1156@email.com,482824.45,1601
1157,Sheila Harris,sheila_harris1157@email.com,1345420.92,2419
1158,Natalie Bolton,natalie_bolton1158@email.com,957449.3,2508
1159,Benjamin Moore,benjamin_moore1159@email.com,375325.42,2996
1160,Sharon Dunn,sharon_dunn1160@email.com,1220391.22,1864
1161,Kenneth Tyler,kenneth_tyler1161@email.com,1449799.53,2421
1162,Daniel King,daniel_king1162@email.com,865972.45,2207
1163,John Vasquez,john_vasquez1163@email.com,1495506.16,1870
1164,Christopher Spencer,christopher_spencer1164@email.com,162319.12,1363
1165,Mary Mason,mary_mason1165@email.com,125080.86,2414
1166,Michelle Matthews,michelle_matthews1166@email.com,977859.83,258
1167,Eric Powers,eric_powers1167@email.com,764324.59,1710
1168,Krystal Clarke,krystal_clarke1168@email.com,1400667.77,2494
1169,Marcia Jones,marcia_jones1169@email.com,900656.71,1291
1170,Jennifer Campbell,jennifer_campbell1170@email.com,1268723.04,913
1171,Kimberly Cisneros,kimberly_cisneros1171@email.com,728979.87,1230
1172,Ryan Perry,ryan_perry1172@email.com,1348118.47,159
1173,Jennifer Jenkins,jennifer_jenkins1173@email.com,1243430.77,2738
1174,Joseph Miles,joseph_miles1174@email.com,1366132.6,1041
1175,Michael Wilson,michael_wilson1175@email.com,652737.61,18
1176,John Carpenter,john_carpenter1176@email.com,843039.95,167
1177,Lori Jones,lori_jones1177@email.com,410521.31,1841
1178,Darryl Washington,darryl_washington1178@email.com,434571.96,10
1179,Patricia Gonzalez,patricia_gonzalez1179@email.com,702015.06,312
1180,Henry Michael,henry_michael1180@email.com,1223347.65,1121
1181,Matthew Green,matthew_green1181@email.com,849360.69,2239
1182,Rachel Ferguson,rachel_ferguson1182@email.com,1415883.67,67
1183,David Jones,david_jones1183@email.com,802452.57,2622
1184,Chelsea Graham,chelsea_graham1184@email.com,1203191.37,2459
1185,Randy Harris,randy_harris1185@email.com,1028639.87,2035
1186,Natalie Middleton,natalie_middleton1186@email.com,1484415.75,875
1187,Matthew Mcdonald,matthew_mcdonald1187@email.com,847726.01,2263
1188,Eric Harris,eric_harris1188@email.com,502579.99,475
1189,Sarah Bonilla,sarah_bonilla1189@email.com,1297327.43,1594
1190,Cody Smith,cody_smith1190@email.com,885056.6,1346
1191,Stephanie Baker,stephanie_baker1191@email.com,348131.4,2688
1192,Rebecca Moreno,rebecca_moreno1192@email.com,380359.91,2807
1193,Crystal Benjamin,crystal_benjamin1193@email.com,701300.68,1347
1194,Lori Watkins,lori_watkins1194@email.com,1005580.17,1966
1195,Cindy Hunter,cindy_hunter1195@email.com,128967.25,532
1196,Kayla Williams,kayla_williams1196@email.com,1403514.77,2995
1197,Melissa Blake,melissa_blake1197@email.com,461470.51,2693
1198,Mary Lewis,mary_lewis1198@email.com,509243.28,1054
1199,Holly Chase,holly_chase1199@email.com,681805.91,1747
1200,Patricia Schroeder,patricia_schroeder1200@email.com,385730.66,672
1201,April Garcia,april_garcia1201@email.com,606001.47,1183
1202,Mark White,mark_white1202@email.com,533289.39,2222
1203,Anthony Powell,anthony_powell1203@email.com,1068180.49,2618
1204,Rebecca Lewis,rebecca_lewis1204@email.com,196025.68,638
